1744246649,0,109,785
1744246658,-4,107,870
1744246669,0,106.333,1685
1744246678,-5,104.75,1773
1744246691,0,103.8,2450
1744246696,2,103.5,3103
1744246715,3,103.714,3813
1744246735,4,104.375,4084
1744246765,-8,104,4312
1744246781,0,103.7,5171
1744246783,2,103.636,5990
1744246787,6,104.083,6767
1744246803,-1,104.385,7137
1744246860,0,104.643,8062
1744246861,-2,104.733,8515
1744246885,0,104.812,8695
1744246889,1,104.941,8902
1744246930,-1,105,9635
1744246954,3,105.211,10580
1744246992,-5,105.15,11148
1744247005,1,105.143,11301
1744247007,4,105.318,11738
1744247016,-5,105.261,11767
1744247068,0,104.84,12689
1744247082,1,104.692,12771
1744247133,4,104.786,13466
1744247145,1,104.931,13684
1744247168,0,105.067,14303
1744247177,-6,105,14461
1744247190,-3,104.844,14754
1744247193,1,104.727,15292
1744247197,8,104.853,16089
1744247207,-8,104.743,17060
1744247211,4,104.75,17597
1744247224,4,104.865,17842
1744247236,-1,104.947,18648
1744247244,-5,104.897,19192
1744247276,-2,104.8,19903
1744247289,0,104.707,20709
1744247290,5,104.738,20905
1744247303,-4,104.674,21438
1744247312,0,104.614,21837
1744247315,-2,104.511,22411
1744247320,4,104.5,22494
1744247351,3,104.553,22860
1744247355,1,104.625,23562
1744247363,0,104.694,23897
1744247373,-3,104.7,23950
1744247388,3,104.765,24060
1744247392,1,104.846,24487
1744247400,0,104.925,25078
1744247404,-2,104.963,25573
1744247418,-5,104.909,25708
1744247434,4,104.929,25863
1744247435,-4,104.877,25885
1744247436,-1,104.81,26571
1744247437,2,104.78,26886
1744247438,2,104.783,27415
1744247453,-4,104.721,27726
1744247463,-1,104.645,28384
1744247480,8,104.698,29273
1744247488,-2,104.719,29473
1744247496,3,104.785,30131
1744247511,-4,104.788,30398
1744247551,3,104.696,31078
1744247601,3,104.714,31262
1744247611,-5,104.662,31656
1744247629,0,104.611,32418
1744247649,5,104.63,33400
1744247686,-3,104.608,34127
1744247728,-2,104.56,34308
1744247752,6,104.592,35031
1744247762,-5,104.558,35386
1744247772,1,104.538,35805
1744247810,2,104.544,36688
1744247862,1,104.562,37567
1744247905,-6,104.506,38544
1744247922,1,104.41,39585
1744247939,8,104.464,40129
1744247944,0,104.518,40773
1744247957,-1,104.558,41469
1744247970,-2,104.575,42382
1744247972,1,104.602,43315
1744247987,-4,104.584,43641
1744248024,3,104.6,44271
1744248038,-3,104.582,44298
1744248045,0,104.565,44399
1744248072,-1,104.564,46002
1744248083,-3,104.526,46719
1744248120,1,104.464,47613
1744248136,7,104.51,47960
1744248183,-3,104.525,47986
1744248223,-5,104.545,48765
1744248230,6,104.588,49162
1744248239,0,104.631,49444
1744248242,-8,104.596,49858
1744248288,4,104.6,50848
1744248291,3,104.632,51548
1744248349,-1,104.654,52284
1744248351,-1,104.667,52815
1744248373,-4,104.642,53339
1744248378,2,104.636,53693
1744248413,5,104.676,54475
1744248422,-4,104.679,55377
1744248459,0,104.681,56071
1744248496,-1,104.626,56520
1744248501,8,104.664,56949
1744248522,-2,104.684,57179
1744248534,-3,104.678,57251
1744248584,0,104.672,57921
1744248604,-3,104.642,58117
1744248623,3,104.636,58328
1744248644,2,104.648,58695
1744248651,-3,104.677,59588
1744248662,-4,104.648,60545
1744248667,3,104.643,61495
1744248696,2,104.654,61863
1744248734,-1,104.656,61970
1744248743,2,104.674,62472
1744248752,2,104.708,62473
1744248786,-2,104.725,62600
1744248802,-5,104.705,63156
1744248817,5,104.722,63199
1744248847,-8,104.726,64194
1744248860,-1,104.691,64719
1744248869,7,104.708,64816
1744248882,-4,104.696,65132
1744248894,2,104.698,65958
1744248907,3,104.721,66800
1744248910,-2,104.73,67639
1744248923,0,104.739,68238
1744248945,-4,104.72,69089
1744248972,-1,104.694,69590
1744248990,1,104.676,70238
1744249018,6,104.699,70608
1744249029,-7,104.673,70673
1744249078,3,104.669,71332
1744249106,3,104.685,71954
1744249124,1,104.707,72779
1744249137,-3,104.709,72826
1744249149,1,104.717,73087
1744249175,-5,104.693,73344
1744249196,6,104.708,73858
1744249210,-5,104.69,74686
1744249211,4,104.699,74977
1744249249,2,104.66,76492
1744249297,3,104.675,76650
1744249305,0,104.689,77629
1744249310,1,104.71,78107
1744249394,-3,104.709,79962
1744249400,-5,104.681,80018
1744249439,-8,104.673,80499
1744249468,2,104.657,81028
1744249477,2,104.653,81195
1744249486,2,104.661,81914
1744249554,-4,104.645,82423
1744249566,4,104.653,82547
1744249573,1,104.667,83320
1744249589,-4,104.657,83514
1744249598,4,104.67,83911
1744249609,-3,104.667,84799
1744249637,4,104.685,85479
1744249639,1,104.709,86177
1744249663,-2,104.722,86515
1744249675,-2,104.724,87262
1744249685,-2,104.714,88136
1744249697,4,104.727,88377
1744249715,2,104.75,88635
1744249721,-1,104.768,89315
1744249771,-8,104.742,89488
1744249788,1,104.722,89812
1744249843,6,104.734,90691
1744249849,-1,104.741,91456
1744249852,-6,104.716,91625
1744249857,9,104.738,92066
1744249863,-6,104.729,93008
1744249887,-2,104.71,93299
1744249894,1,104.696,94088
1744249899,7,104.718,94560
1744249931,-7,104.704,94947
1744249938,-1,104.685,95856
1744249947,-1,104.662,96606
1744249953,1,104.643,97421
1744249981,8,104.665,97896
1744250007,-3,104.672,98092
1744250117,2,104.672,99639
1744250123,1,104.678,100496
1744250143,0,104.684,100915
1744250156,3,104.705,101142
1744250221,7,104.713,101648
1744250253,-7,104.7,102370
1744250286,5,104.711,102885
1744250300,0,104.722,103367
1744250316,-5,104.709,104200
1744250364,7,104.729,104393
1744250370,-2,104.74,104449
1744250378,-3,104.736,104850
1744250390,-3,104.719,105181
1744250403,6,104.729,105482
1744250434,1,104.744,105571
1744250459,-1,104.755,105980
1744250487,-7,104.733,106097
1744250500,8,104.748,106922
1744250530,-8,104.726,107537
1744250564,0,104.705,107697
1744250612,2,104.693,107838
1744250621,3,104.665,109011
1744250624,-1,104.654,109830
1744250633,7,104.672,110050
1744250643,-2,104.683,111034
1744250658,2,104.701,111192
1744250694,-1,104.716,111610
1744250722,-2,104.721,112023
1744250748,6,104.732,112990
1744250758,-8,104.716,113219
1744250771,4,104.717,113716
1744250789,-5,104.697,114674
1744250809,3,104.69,114769
1744250847,6,104.708,115642
1744250890,-8,104.693,116500
1744250915,0,104.678,116554
1744250939,6,104.687,117088
1744250974,1,104.701,117201
1744250984,-2,104.706,117710
1744251014,0,104.711,118567
1744251039,-2,104.69,119884
1744251050,3,104.687,120606
1744251066,3,104.696,120923
1744251080,-2,104.697,121352
1744251093,-1,104.694,121365
1744251123,-3,104.709,122272
1744251186,-1,104.676,123640
1744251224,2,104.665,124358
1744251230,1,104.659,124376
1744251233,2,104.66,125324
1744251239,1,104.665,125786
1744251256,0,104.67,126297
1744251264,-2,104.668,127084
1744251285,2,104.673,128076
1744251287,0,104.678,128863
1744251319,-2,104.675,129253
1744251320,-2,104.665,129695
1744251337,7,104.682,130146
1744251351,-6,104.675,131023
1744251359,4,104.684,131797
1744251388,-4,104.678,131884
1744251396,0,104.672,132603
1744251408,0,104.665,133248
1744251436,3,104.67,133735
1744251458,1,104.679,133873
1744251486,-2,104.68,134695
1744251499,-4,104.667,135012
1744251507,7,104.679,135988
1744251512,-1,104.687,136617
1744251518,-4,104.681,137265
1744251530,4,104.689,137538
1744251559,-6,104.676,138496
1744251567,1,104.667,139440
1744251579,4,104.671,139723
1744251587,-5,104.658,140548
1744251638,0,104.646,140809
1744251650,8,104.661,141034
1744251654,-1,104.672,141399
1744251664,0,104.684,142160
1744251669,-1,104.692,142683
1744251681,-7,104.676,143124
1744251690,1,104.663,143998
1744251699,1,104.654,144572
1744251708,-2,104.638,145319
1744251724,3,104.617,146254
1744251743,0,104.611,147113
1744251757,5,104.623,147930
1744251769,1,104.638,148447
1744251775,-1,104.649,148595
1744251802,2,104.651,149811
1744251803,0,104.656,150205
1744251813,3,104.67,150908
1744251839,-3,104.674,151053
1744251849,-2,104.672,151218
1744251868,-2,104.663,151667
1744251897,7,104.678,152552
1744251913,-4,104.66,153300
1744251921,2,104.652,153503
1744251924,2,104.65,154198
1744251939,1,104.651,154518
1744251961,4,104.665,155487
1744251965,-9,104.65,156231
1744251981,7,104.657,157145
1744251990,-1,104.661,157168
1744252007,-3,104.656,157779
1744252031,5,104.667,158299
1744252037,1,104.68,159177
1744252052,-1,104.673,160642
1744252059,3,104.677,161068
1744252070,-2,104.675,161831
1744252076,1,104.676,162045
1744252085,-2,104.671,162869
1744252100,5,104.681,162922
1744252118,3,104.674,163734
1744252121,2,104.681,164166
1744252122,-4,104.676,165162
1744252125,-3,104.662,165388
1744252158,7,104.669,165970
1744252179,4,104.683,167476
1744252207,-3,104.687,167741
1744252208,-1,104.688,167983
1744252220,2,104.694,168007
1744252231,-5,104.686,168680
1744252239,5,104.693,169561
1744252240,2,104.706,169608
1744252249,-9,104.692,169635
1744252252,7,104.699,170592
1744252271,-4,104.694,171343
1744252288,0,104.701,172477
1744252320,7,104.695,173006
1744252357,-1,104.698,173699
1744252379,0,104.702,173926
1744252391,-1,104.695,174544
1744252398,2,104.696,175352
1744252407,4,104.708,176235
1744252408,-4,104.709,176848
1744252423,-4,104.699,177168
1744252424,4,104.699,177213
1744252443,-5,104.686,178027
1744252476,0,104.673,178273
1744252514,0,104.681,179754
1744252520,-4,104.673,179800
1744252535,7,104.685,180592
1744252565,5,104.684,182073
1744252572,1,104.693,182986
1744252594,-1,104.699,183213
1744252644,0,104.706,183429
1744252693,-2,104.691,184697
1744252694,5,104.695,185211
1744252696,-2,104.693,185708
1744252699,-2,104.685,186303
1744252706,6,104.694,186824
1744252738,-4,104.707,188565
1744252743,-1,104.706,188643
1744252768,1,104.706,189514
1744252781,2,104.712,190203
1744252786,-1,104.716,190225
1744252813,-6,104.703,190421
1744252816,0,104.691,191076
1744252831,9,104.702,191222
1744252833,-5,104.701,191250
1744252834,4,104.709,191833
1744252843,0,104.718,191968
1744252851,-8,104.705,192650
1744252863,2,104.698,193241
1744252879,3,104.699,193695
1744252901,-2,104.695,193885
1744252912,-2,104.685,194780
1744252918,3,104.684,195370
1744252921,0,104.682,195528
1744252940,0,104.658,196191
1744252976,1,104.637,197476
1744252984,1,104.631,197682
1744253004,5,104.637,198373
1744253027,-2,104.638,199206
1744253040,1,104.641,199590
1744253059,0,104.644,199610
1744253069,-2,104.643,199677
1744253092,-4,104.631,199924
1744253099,0,104.62,200332
1744253109,4,104.618,200669
1744253139,1,104.619,201046
1744253146,-4,104.61,201507
1744253177,8,104.621,202333
1744253187,-2,104.627,202689
1744253188,-4,104.623,203557
1744253231,1,104.621,204130
1744253248,1,104.622,204456
1744253262,-3,104.616,204639
1744253312,2,104.614,204690
1744253342,-3,104.606,205142
1744253353,3,104.604,205704
1744253389,4,104.612,205877
1744253421,1,104.623,206409
1744253469,-3,104.626,206492
1744253500,-3,104.622,207454
1744253528,0,104.605,208521
1744253545,8,104.616,208874
1744253588,-4,104.603,209302
1744253597,1,104.595,209676
1744253615,8,104.605,210033
1744253642,-1,104.586,210823
1744253650,0,104.575,211337
1744253657,2,104.569,211556
1744253681,5,104.575,211715
1744253686,-5,104.569,212467
1744253705,1,104.578,213536
1744253751,2,104.588,213800
1744253817,-8,104.58,214633
1744253839,-1,104.569,215198
1744253852,3,104.566,215454
1744253857,-2,104.558,216143
1744253864,2,104.554,216328
1744253893,1,104.553,217145
1744253903,2,104.556,217937
1744253910,2,104.564,218320
1744253925,-8,104.554,219171
1744253939,3,104.55,219444
1744253949,-2,104.542,220060
1744253959,-1,104.532,220152
1744253977,-2,104.543,221474
1744254015,-4,104.538,222405
1744254023,2,104.536,223037
1744254028,-2,104.531,223151
1744254044,1,104.527,224086
1744254075,1,104.526,224113
1744254107,7,104.526,225323
1744254141,1,104.536,225375
1744254150,0,104.546,225582
1744254164,-7,104.54,226106
1744254202,0,104.535,226253
1744254210,7,104.544,226441
1744254224,0,104.554,226775
1744254225,-1,104.561,226945
1744254247,-4,104.56,227164
1744254261,3,104.565,228046
1744254289,-1,104.568,228612
1744254307,0,104.571,229350
1744254323,3,104.571,230890
1744254338,-6,104.561,231814
1744254356,6,104.564,232650
1744254414,-6,104.555,232766
1744254419,1,104.547,232958
1744254469,-1,104.564,234025
1744254474,-6,104.559,234724
1744254508,3,104.559,235515
1744254550,5,104.563,236930
1744254572,-7,104.556,237739
1744254589,8,104.565,238323
1744254598,-2,104.57,239273
1744254604,1,104.577,239464
1744254612,-8,104.568,240043
1744254635,6,104.571,240828
1744254693,2,104.578,241315
1744254701,-7,104.571,241980
1744254715,6,104.576,242141
1744254716,-6,104.568,242569
1744254736,7,104.575,242671
1744254768,-3,104.576,243537
1744254774,-5,104.567,244536
1744254825,0,104.558,245318
1744254843,-1,104.553,246800
1744254892,5,104.56,246868
1744254901,-7,104.553,246890
1744254915,6,104.558,247851
1744254933,1,104.542,248864
1744254953,-1,104.533,249098
1744254980,0,104.524,249152
1744254983,3,104.521,249913
1744255003,-6,104.527,250344
1744255014,1,104.526,251344
1744255033,2,104.528,252168
1744255120,1,104.536,253051
1744255138,2,104.545,253084
1744255170,-3,104.537,253220
1744255172,5,104.54,253625
1744255180,-4,104.535,254123
1744255188,7,104.544,254888
1744255197,-6,104.541,255476
1744255206,4,104.545,256236
1744255212,0,104.55,257130
1744255226,-5,104.542,258246
1744255234,2,104.537,258780
1744255309,0,104.548,260264
1744255311,1,104.552,260435
1744255314,-1,104.555,260575
1744255344,-6,104.546,261528
1744255369,4,104.545,262330
1744255391,4,104.552,262600
1744255398,-4,104.551,263304
1744255408,5,104.559,264023
1744255417,-2,104.564,264832
1744255427,0,104.568,265244
1744255437,0,104.573,266162
1744255447,2,104.563,266928
1744255453,1,104.562,267630
1744255461,-1,104.559,268541
1744255470,4,104.564,269470
1744255475,-5,104.559,269794
1744255503,5,104.559,270900
1744255507,-7,104.55,271122
1744255509,2,104.546,272009
1744255526,0,104.541,272580
1744255533,3,104.542,272696
1744255542,2,104.546,273122
1744255571,-1,104.549,273747
1744255592,-2,104.548,274479
1744255615,-4,104.54,274571
1744255624,3,104.537,274780
1744255667,3,104.54,274945
1744255674,3,104.548,275121
1744255700,-3,104.558,276095
1744255756,-6,104.55,277068
1744255766,4,104.549,277097
1744255781,5,104.557,277367
1744255790,-8,104.555,277995
1744255839,4,104.554,278256
1744255847,1,104.555,279219
1744255858,2,104.559,279532
1744255868,-5,104.555,280489
1744255876,3,104.556,281395
1744255897,-5,104.548,281662
1744255925,5,104.548,281747
1744255941,3,104.554,282708
1744255951,-1,104.559,283567
1744255969,-1,104.561,283856
1744256033,-2,104.56,283863
1744256039,2,104.563,284516
1744256054,-5,104.557,284763
1744256056,0,104.55,285015
1744256068,3,104.549,285240
1744256105,0,104.554,286096
1744256119,3,104.562,286292
1744256160,-6,104.559,287082
1744256163,3,104.562,287899
1744256185,-2,104.553,289548
1744256190,1,104.549,290058
1744256197,3,104.549,290259
1744256211,-4,104.543,290836
1744256245,5,104.546,291137
1744256277,-4,104.553,293283
1744256286,-1,104.552,293373
1744256303,0,104.551,294060
1744256315,-2,104.547,294451
1744256374,3,104.548,295056
1744256376,1,104.55,295998
1744256393,-3,104.548,296383
1744256426,0,104.545,297288
1744256460,3,104.548,298060
1744256461,-1,104.548,298580
1744256465,-4,104.542,298993
1744256507,3,104.542,299049
1744256511,-1,104.539,299843
1744256520,-2,104.533,300377
1744256532,-1,104.526,301172
1744256543,1,104.52,301615
1744256546,4,104.521,302081
1744256554,0,104.521,302386
1744256558,4,104.529,302688
1744256581,-8,104.523,303367
1744256586,5,104.525,303650
1744256595,-6,104.518,304199
1744256674,9,104.525,305015
1744256686,-5,104.524,306013
1744256693,-1,104.522,306622
1744256701,1,104.521,307348
1744256743,5,104.528,307934
1744256757,0,104.536,308360
1744256779,0,104.543,308559
1744256790,-8,104.537,309196
1744256800,6,104.541,309511
1744256809,1,104.547,309617
1744256820,-2,104.549,309628
1744256840,-6,104.542,309829
1744256881,0,104.534,310409
1744256902,2,104.53,310710
1744256907,5,104.534,311606
1744256908,-6,104.529,311853
1744256926,5,104.531,312393
1744256944,-6,104.524,312631
1744256967,7,104.524,313547
1744256968,1,104.531,313706
1744256981,-6,104.528,314377
1744256990,-5,104.525,315695
1744257006,0,104.52,316283
1744257035,6,104.524,317063
1744257042,-7,104.516,317954
1744257048,0,104.509,318753
1744257066,3,104.507,319021
1744257068,0,104.505,319162
1744257077,-2,104.499,319732
1744257087,4,104.5,320507
1744257150,-5,104.5,320738
1744257152,7,104.507,321191
1744257161,0,104.514,321209
1744257179,-6,104.512,321553
1744257202,6,104.518,322138
1744257256,1,104.515,323477
1744257288,-8,104.514,324431
1744257306,2,104.51,324589
1744257313,3,104.511,324924
1744257334,-7,104.508,325583
1744257340,4,104.507,325615
1744257363,5,104.514,325784
1744257365,-3,104.516,325958
1744257372,-1,104.517,326048
1744257379,-3,104.513,326378
1744257411,2,104.512,327138
1744257418,2,104.514,327601
1744257426,1,104.518,327634
1744257443,-6,104.513,328179
1744257450,7,104.518,328484
1744257454,-7,104.513,328820
1744257480,2,104.51,329094
1744257490,4,104.514,329913
1744257498,-6,104.509,330400
1744257511,5,104.511,330787
1744257513,-3,104.509,331299
1744257531,1,104.508,331937
1744257537,5,104.515,332714
1744257553,2,104.519,332877
1744257562,-6,104.514,333715
1744257572,2,104.512,333814
1744257578,6,104.518,334341
1744257618,-7,104.515,335117
1744257627,4,104.517,335176
1744257631,-6,104.51,335452
1744257642,0,104.504,336267
1744257647,3,104.501,336938
1744257694,2,104.502,337275
1744257744,3,104.507,338027
1744257781,0,104.512,338610
1744257807,-2,104.514,339263
1744257813,2,104.52,339530
1744257823,1,104.526,340174
1744257854,-4,104.527,341142
1744257856,-4,104.522,341701
1744257858,7,104.527,341834
1744257878,-4,104.526,342729
1744257883,-4,104.519,343000
1744257895,-3,104.522,344091
1744257901,3,104.526,344441
1744257912,8,104.527,345335
1744257917,-5,104.526,345703
1744257924,-4,104.525,346221
1744257947,-2,104.518,346902
1744257973,6,104.521,347525
1744257976,-2,104.52,348351
1744257985,1,104.52,349076
1744257990,3,104.52,350537
1744258015,5,104.526,351634
1744258030,-8,104.521,351919
1744258041,3,104.52,352333
1744258077,1,104.521,352972
1744258093,-2,104.519,353913
1744258100,5,104.524,353951
1744258117,0,104.529,354817
1744258135,-5,104.526,355551
1744258136,5,104.531,355580
1744258148,-6,104.528,355795
1744258179,4,104.53,356684
1744258198,-6,104.531,357071
1744258209,7,104.537,357661
1744258236,6,104.541,358429
1744258257,-1,104.546,359111
1744258264,-7,104.541,359474
1744258276,6,104.544,359973
1744258285,2,104.551,360808
1744258342,0,104.557,361722
1744258345,-4,104.557,362212
1744258355,-2,104.555,362560
