1744246616,0,109,764
1744246632,-9,104.5,1627
1744246640,2,103.667,1650
1744246650,-2,102.75,2064
1744246652,3,102.8,2927
1744246695,4,103.714,3799
1744246706,-7,103.375,4665
1744246719,2,103.333,5252
1744246729,1,103.4,5781
1744246751,7,103.583,7545
1744246758,-4,103.615,7670
1744246796,4,103.929,8277
1744246828,3,104,9418
1744246839,2,104.235,9718
1744246862,-7,104.056,10692
1744246873,5,104.158,11652
1744246908,-5,104,13564
1744246936,9,104.25,15004
1744246947,-2,104.36,15509
1744246964,-6,104.231,16352
1744247022,-4,104.214,17570
1744247076,-6,104.387,18285
1744247089,5,104.469,18963
1744247103,-1,104.515,19064
1744247108,-6,104.382,19116
1744247124,0,104.257,19529
1744247141,7,104.333,20136
1744247192,0,104.405,20711
1744247196,-2,104.421,20793
1744247213,4,104.538,21651
1744247219,-9,104.425,21888
1744247240,0,104.317,21982
1744247281,3,104.341,23131
1744247285,-4,104.267,23765
1744247304,3,104.261,23938
1744247356,5,104.362,24667
1744247383,-9,104.271,24684
1744247410,3,104.245,25667
1744247456,0,104.078,26724
1744247472,1,104.019,27376
1744247514,-2,104.019,28024
1744247538,-2,103.964,28787
1744247566,5,104.018,30151
1744247571,-1,104.069,30513
1744247581,-1,104.102,31152
1744247590,2,104.167,32122
1744247623,-5,104.148,32956
1744247627,0,104.129,33425
1744247634,1,104.127,33501
1744247658,-2,104.094,33694
1744247673,5,104.138,34182
1744247701,-5,104.106,34193
1744247718,0,104.015,35543
1744247735,-1,103.957,35917
1744247743,4,103.957,36660
1744247748,1,103.972,36847
1744247782,-1,103.972,37581
1744247783,1,103.986,37669
1744247784,-3,103.959,38507
1744247794,-2,103.907,39212
1744247808,9,103.974,39574
1744247820,-3,104,39682
1744247828,1,104.038,40616
1744247863,-4,104.062,41540
1744247873,5,104.111,41656
1744247878,-2,104.06,41984
1744247879,2,104.048,42123
1744247898,0,104.035,42727
1744247930,6,104.08,44395
1744248002,-2,104.114,44496
1744248007,-4,104.101,45376
1744248052,-3,104.088,46687
1744248101,-2,104.043,47629
1744248127,4,104.043,48105
1744248129,-1,104.032,48917
1744248134,0,104.021,49417
1744248150,-1,104.113,50296
1744248166,-8,104.071,50754
1744248195,1,104.04,51581
1744248211,2,104.03,51803
1744248229,4,104.059,52058
1744248244,-2,104.069,52720
1744248257,1,104.058,52839
1744248309,3,104.086,53409
1744248323,1,104.139,54586
1744248449,-2,104.156,54595
1744248484,-5,104.127,55121
1744248498,7,104.162,55983
1744248526,0,104.196,56573
1744248533,-8,104.159,57558
1744248535,9,104.202,58049
1744248549,0,104.243,58808
1744248564,-7,104.224,59058
1744248576,5,104.248,59073
1744248597,-4,104.237,59387
1744248637,3,104.252,60194
1744248639,-1,104.258,60768
1744248660,-4,104.231,61357
1744248678,5,104.246,61998
1744248725,-6,104.211,62877
1744248729,4,104.21,63186
1744248812,-1,104.126,64456
1744248822,4,104.125,64566
1744248877,3,104.147,65402
1744248887,-7,104.115,66183
1744248890,8,104.145,66207
1744248896,-6,104.129,66288
1744248898,2,104.128,66833
1744248928,-2,104.112,67274
1744248953,7,104.148,67467
1744248999,0,104.184,68316
1744249001,-4,104.19,69176
1744249032,1,104.203,69718
1744249044,2,104.23,70251
1744249057,1,104.264,71150
1744249066,-2,104.284,71353
1744249083,-1,104.296,71908
1744249088,-6,104.266,72544
1744249134,6,104.278,73438
1744249203,-2,104.276,73763
1744249270,2,104.288,73816
1744249278,1,104.306,74247
1744249308,-3,104.304,74274
1744249327,-1,104.295,74638
1744249347,0,104.291,74909
1744249350,4,104.316,75413
1744249352,-8,104.288,75569
1744249360,7,104.305,76528
1744249373,-5,104.29,77183
1744249417,1,104.282,77520
1744249418,2,104.287,77612
1744249427,0,104.291,77853
1744249437,0,104.296,78195
1744249441,-5,104.269,78970
1744249451,9,104.298,79450
1744249531,0,104.344,80369
1744249538,-6,104.329,81278
1744249565,-4,104.349,81480
1744249568,5,104.377,81575
1744249599,-6,104.369,82393
1744249623,6,104.396,83076
1744249669,-3,104.386,84737
1744249693,3,104.39,84846
1744249706,4,104.416,85023
1744249748,-2,104.431,85592
1744249755,-6,104.411,85941
1744249799,-1,104.386,86164
1744249808,0,104.362,86612
1744249811,4,104.36,86775
1744249818,3,104.374,87678
1744249834,2,104.4,88077
1744249883,0,104.425,88867
1744249923,0,104.451,89024
1744249962,2,104.413,90122
1744249980,3,104.416,90503
1744249989,-4,104.398,90902
1744249998,2,104.39,91519
1744250019,0,104.383,91868
1744250025,5,104.402,92306
1744250032,1,104.426,93297
1744250035,-4,104.429,93770
1744250072,3,104.448,94516
1744250079,1,104.472,94747
1744250080,-2,104.485,95661
1744250097,2,104.508,96488
1744250113,-2,104.52,96906
1744250125,0,104.533,97383
1744250135,-2,104.535,97859
1744250151,-2,104.528,98183
1744250176,2,104.53,98505
1744250177,2,104.542,98707
1744250200,6,104.537,99332
1744250223,1,104.554,100092
1744250226,-8,104.532,100094
1744250234,0,104.51,100632
1744250243,4,104.507,101272
1744250263,2,104.502,102830
1744250293,1,104.531,104208
1744250331,0,104.563,105343
1744250363,1,104.572,106403
1744250450,-1,104.61,108791
1744250473,5,104.6,109618
1744250491,-4,104.588,109926
1744250498,-2,104.568,110004
1744250519,2,104.556,110093
1744250525,6,104.571,110857
1744250575,-9,104.571,111434
1744250610,5,104.573,112307
1744250652,-1,104.57,112436
1744250675,-4,104.55,113403
1744250702,9,104.57,113438
1744250703,-2,104.58,114236
1744250715,1,104.595,115057
1744250739,-1,104.605,115321
1744250751,-1,104.611,115338
1744250821,-1,104.613,115531
1744250838,-2,104.606,116122
1744250863,-1,104.595,116590
1744250873,3,104.597,116930
1744250880,-1,104.594,116991
1744250900,-4,104.575,117658
1744250911,7,104.585,117750
1744250925,0,104.595,118424
1744250949,1,104.609,118492
1744250959,1,104.627,119284
1744250969,-2,104.637,120153
1744250973,-7,104.618,120543
1744250994,6,104.623,120804
1744251006,-5,104.609,121279
1744251021,1,104.598,121355
1744251041,2,104.596,121511
1744251095,-2,104.586,122258
1744251109,7,104.603,122862
1744251115,-4,104.605,123589
1744251132,4,104.622,124353
1744251140,-9,104.604,124541
1744251148,3,104.598,125225
1744251180,5,104.587,126460
1744251203,-4,104.577,126998
1744251208,7,104.594,127640
1744251216,0,104.611,128411
1744251247,-4,104.612,128806
1744251274,-1,104.61,129192
1744251302,4,104.605,130413
1744251346,2,104.618,131271
1744251348,-4,104.616,132264
1744251357,-2,104.606,133025
1744251378,3,104.607,133608
1744251411,-2,104.601,134473
1744251414,6,104.618,134731
1744251430,-1,104.624,135938
1744251492,-1,104.622,136437
1744251514,3,104.63,136549
1744251532,1,104.643,136904
1744251536,-1,104.651,136975
1744251537,1,104.663,137004
1744251565,-1,104.641,138085
1744251597,-3,104.661,139457
1744251614,-4,104.651,140352
1744251627,4,104.656,141121
1744251710,2,104.668,141945
1744251717,-2,104.672,142720
1744251746,3,104.688,143286
1744251750,-5,104.685,144078
1744251785,1,104.686,144303
1744251810,-1,104.684,145212
1744251858,-4,104.668,145964
1744251879,6,104.672,146418
1744251881,-4,104.663,147007
1744251887,0,104.654,147761
1744251929,0,104.645,148373
1744251948,6,104.657,148865
1744251951,-3,104.658,149257
1744251993,2,104.666,149677
1744251996,-3,104.663,150129
1744252015,3,104.671,150170
1744252019,-5,104.662,150902
1744252021,-2,104.647,151557
1744252057,-4,104.662,152762
1744252091,-1,104.66,153497
1744252140,3,104.668,153872
1744252143,-6,104.656,153965
1744252159,6,104.663,154259
1744252177,-7,104.648,155231
1744252199,8,104.659,155555
1744252217,-1,104.667,156381
1744252227,-4,104.661,156422
1744252244,0,104.656,157312
1744252254,4,104.663,157982
1744252286,4,104.666,159137
1744252297,-1,104.67,159602
1744252315,2,104.68,160568
1744252323,-4,104.678,161018
1744252333,-4,104.664,161850
1744252369,7,104.671,162637
1744252378,-6,104.659,163627
1744252432,-5,104.658,164397
1744252458,2,104.656,164901
1744252462,2,104.661,164929
1744252493,-5,104.647,165660
1744252530,1,104.636,166082
1744252549,6,104.644,167033
1744252558,-6,104.633,167644
1744252588,-1,104.619,167946
1744252604,8,104.629,168763
1744252614,1,104.642,168863
1744252651,-7,104.634,169591
1744252658,0,104.626,170143
1744252668,1,104.621,170202
1744252722,0,104.617,171200
1744252736,-1,104.609,171347
1744252797,7,104.614,172735
1744252804,-7,104.606,172916
1744252817,0,104.599,173894
1744252821,-2,104.586,173896
1744252857,9,104.598,174793
1744252866,0,104.611,175097
1744252888,-3,104.615,175807
1744252897,1,104.622,176771
1744252909,-1,104.626,177559
1744252913,1,104.632,178188
1744252936,-7,104.619,178795
1744252946,8,104.629,178943
1744252957,1,104.641,179407
1744252987,-4,104.642,179926
1744253017,-1,104.658,180541
1744253032,-3,104.656,180836
1744253041,3,104.663,181424
1744253054,-1,104.667,182215
1744253057,1,104.673,182256
1744253074,1,104.682,183254
1744253089,-3,104.683,183485
1744253118,1,104.687,184329
1744253156,3,104.686,185500
1744253161,2,104.695,185956
1744253164,-3,104.696,186404
1744253215,3,104.705,186697
1744253224,-3,104.705,187333
1744253255,-5,104.693,187450
1744253270,0,104.678,189151
1744253277,6,104.687,189705
1744253301,-5,104.683,190344
1744253318,-3,104.67,190431
1744253370,9,104.669,192141
1744253390,-5,104.668,192856
1744253416,2,104.671,193348
1744253437,1,104.677,193692
1744253442,1,104.686,194481
1744253479,-7,104.676,194668
1744253495,2,104.672,195601
1744253550,4,104.678,195876
1744253551,-1,104.681,196555
1744253554,-1,104.682,197277
1744253585,-5,104.67,197662
1744253596,6,104.674,198009
1744253614,2,104.68,198485
1744253635,-4,104.676,199302
1744253637,8,104.673,200096
1744253652,-6,104.666,200439
1744253664,4,104.669,201076
1744253673,-4,104.662,201990
1744253692,6,104.671,202151
1744253709,-3,104.672,202275
1744253741,-3,104.665,202345
1744253765,5,104.671,202394
1744253770,-2,104.672,202706
1744253781,-1,104.67,202891
1744253792,5,104.681,203137
1744253797,-5,104.679,203954
1744253803,0,104.677,204118
1744253809,2,104.679,204697
1744253823,-4,104.672,205252
1744253869,1,104.662,207217
1744253882,2,104.649,207544
1744253883,-2,104.64,208357
1744253930,2,104.636,208839
1744253962,-4,104.624,209765
1744253963,7,104.629,210399
1744253969,-6,104.621,210966
1744253987,5,104.624,211603
1744254006,2,104.632,212347
1744254039,-6,104.626,212936
1744254058,-1,104.617,213128
1744254072,-3,104.607,214558
1744254117,7,104.615,214933
1744254129,-5,104.611,215421
1744254157,-2,104.603,216049
1744254183,6,104.608,217040
1744254194,-4,104.605,217729
1744254209,-1,104.599,217965
1744254232,3,104.6,218140
1744254242,-1,104.598,218723
1744254260,3,104.604,219146
1744254263,-5,104.598,219921
1744254272,6,104.606,220529
1744254285,-3,104.606,221514
1744254297,0,104.607,221771
1744254339,1,104.61,221789
1744254350,0,104.614,222280
1744254360,0,104.617,223136
1744254364,-4,104.611,223917
1744254367,2,104.609,224446
1744254377,1,104.61,224997
1744254396,-1,104.609,225931
1744254401,-3,104.601,226695
1744254429,7,104.609,226913
1744254447,-3,104.608,227814
1744254456,-1,104.602,228237
1744254486,8,104.604,228504
1744254489,-4,104.605,229132
1744254498,3,104.612,229923
1744254525,-3,104.613,230744
1744254531,-1,104.612,230783
1744254541,5,104.621,231004
1744254560,-8,104.614,231570
1744254582,0,104.606,232497
1744254625,-1,104.601,233605
1744254630,-3,104.591,234538
1744254648,8,104.598,235386
1744254676,1,104.608,235404
1744254683,-6,104.604,236057
1744254684,-3,104.594,236685
1744254689,2,104.589,236905
1744254733,-2,104.579,237161
1744254744,0,104.564,238161
1744254781,0,104.561,239957
1744254787,2,104.564,240907
1744254806,-1,104.565,240924
1744254818,0,104.566,240970
1744254840,0,104.56,242445
1744254847,-2,104.552,243050
1744254850,3,104.551,243800
